año,region,equipo,win_pct,partidos
2023,CENTRO,FERROCARRIL OESTE C,0.4044943820224719,89
2023,CENTRO,GEBA,0.6951219512195121,82
2023,CENTRO,GEVP BLANCO,0.775,40
2023,CENTRO,GEVP CELESTE,0.1134020618556701,97
2023,CENTRO,HARRODS GATH Y CHAVES,0.8627450980392157,102
2023,CENTRO,IMPERIO BLANCO,0.5673076923076923,104
2023,CENTRO,IMPERIO NEGRO,0.367816091954023,87
2023,CENTRO,ITALIANO,0.5196078431372549,102
2023,CENTRO,ITALIANO B,0.524390243902439,82
2023,CENTRO,JOSE HERNANDEZ A,0.4803921568627451,102
2023,CENTRO,JOSE HERNANDEZ B,0.3020833333333333,96
2023,CENTRO,LIBRE,0.0,4
2023,CENTRO,MACABI,0.5619047619047619,105
